Individual_n,Trial_n,Individual
63,23,1.1746635963927332e-07
63,24,1.1746635963927332e-07
63,25,1.7429299115079289e-09
64,0,0.39560367905663263
64,1,0.18231644475029718
64,2,0.08833482110070001
64,3,0.0436210259156109
64,4,0.021721981401908508
64,5,0.010859571333396545
64,6,0.005439542170035949
64,7,0.002727292414176574
64,8,0.0013680680947185664
64,9,0.0006863697724224238
64,10,0.0003444179253460078
64,11,0.00017281615303765818
64,12,8.674704598199412e-05
64,13,4.3474073875060526e-05
64,14,2.177798317681834e-05
64,15,1.1049147117248026e-05
64,16,5.505915153136698e-06
64,17,2.7044968486933385e-06
64,18,1.3335900188593541e-06
64,19,6.779389263300573e-07
64,20,4.3952034722849476e-07
64,21,2.0110176812693226e-07
64,22,1.4149712335154163e-07
64,23,8.1892478576151e-08
64,24,8.1892478576151e-08
64,25,8.1892478576151e-08
65,0,0.09634007391291677
65,1,0.08670606621312915
65,2,0.07803545956271707
65,3,0.07023191329794942
65,4,0.06320872035580694
65,5,0.05688784894305288
65,6,0.051199062436400045
65,7,0.046079157560644735
65,8,0.041471241682348836
65,9,0.03732411813694059
65,10,0.03359170880871831
65,11,0.030232540040789235
65,12,0.027209288149653066
65,13,0.024488358467398275
65,14,0.02203952398854314
65,15,0.0198355751927477
65,16,0.017852014571009267
65,17,0.016066810756502736
65,18,0.014460130303679097
65,19,0.013014114170847524
65,20,0.011712698906241048
65,21,0.010541430383501638
65,22,0.00948728498774587
65,23,0.008538557856855977
65,24,0.007684698968706716
65,25,0.006916231184778798
66,0,0.460944721527176
66,1,0.28848750335701
66,2,0.1849011872483064
66,3,0.11986074788101209
66,4,0.07816121918685925
66,5,0.05113797081239713
66,6,0.03352256310709012
66,7,0.022000925667362337
66,8,0.014449769682960634
66,9,0.009494701452331666
66,10,0.006240645475463991
66,11,0.004102626867370729
66,12,0.002697432465629701
66,13,0.0017736647797395033
66,14,0.0011662934494782728
66,15,0.000767001934127931
66,16,0.0005043391657639784
66,17,0.0003316794110108656
66,18,0.00021813256271374648
66,19,0.00014344794281018203
66,20,9.43188143540663e-05
66,21,6.202799804699843e-05
66,22,4.080874450695937e-05
66,23,2.6846356468324117e-05
66,24,1.7652340011720113e-05
66,25,1.1587567405824117e-05
67,0,0.3011204018063429
67,1,0.24134171146820815
67,2,0.1932809962696913
67,3,0.1545997275776747
67,4,0.12348777193497451
67,5,0.09850144524048599
67,6,0.07847148317765029
67,7,0.06244462866257461
67,8,0.04964339870880874
67,9,0.03943449396561416
67,10,0.03130400318573745
67,11,0.024836124367225487
67,12,0.01969570059250625
67,13,0.015613557285774071
67,14,0.012373866028297265
67,15,0.009804071373451073
67,16,0.007766486591804345
67,17,0.00615143913697036
67,18,0.004871667808997948
67,19,0.0038577928013685536
67,20,0.0030546798176649403
67,21,0.0024185790486219716
67,22,0.0019149198002699208
67,23,0.0015160455174330068
67,24,0.0012002005047682118
67,25,0.0009501590199354482
68,0,0.1929427979817705
68,1,0.07343095525410936
68,2,0.028922974907429677
68,3,0.011528372608693105
68,4,0.004615843140156728
68,5,0.0018513797154741107
68,6,0.0007431505551652728
68,7,0.0002984999051408588
68,8,0.00011992438939378847
68,9,4.8160397084218154e-05
68,10,1.931174901292909e-05
68,11,7.68884328172792e-06
68,12,3.0992856340228414e-06
68,13,1.3111462907611227e-06
68,14,4.170766191302633e-07
68,15,2.382626848040914e-07
68,16,1.1905339525331016e-07
68,17,1.1905339525331016e-07
68,18,5.944875047791953e-08
68,19,5.944875047791953e-08
68,20,1.5589429747109307e-10
68,21,1.5589429747109307e-10
68,22,1.5589429747109307e-10
68,23,1.5589429747109307e-10
68,24,1.5589429747109307e-10
68,25,1.5589429747109307e-10
69,0,0.13722764073534444
69,1,0.08737491189165547
69,2,0.05581395445986226
69,3,0.035716221915916946
69,4,0.022878275500969436
69,5,0.014663622962669876
69,6,0.009401784526543167
69,7,0.006029532539085891
69,8,0.0038673740498585962
69,9,0.0024807315938039087
69,10,0.0015913706891103052
69,11,0.0010208946339650415
69,12,0.0006549221150441431
69,13,0.00042013941927387943
69,14,0.0002695184819264673
69,15,0.00017289935274555912
69,16,0.00011097012682392826
69,17,7.121382875874271e-05
69,18,4.570304079487553e-05
69,19,2.9311763481643105e-05
69,20,1.8821346001174355e-05
69,21,1.2086021141555214e-05
69,22,7.675277428176308e-06
69,23,4.99306841328373e-06
69,24,3.2049290700220112e-06
69,25,2.0128361745141987e-06
70,0,0.4104670600351038
70,1,0.23114571136795903
70,2,0.1278869227822962
70,3,0.06981191200577641
70,4,0.03778359455429936
70,5,0.020346255725258833
70,6,0.010925324385994917
70,7,0.0058573798593225535
70,8,0.0031376795228662546
70,9,0.0016800479348840769
70,10,0.0008994059022607859
70,11,0.00048133892380619603
70,12,0.0002575830873193796
70,13,0.00013783735596561986
70,14,7.376236283207493e-05
70,15,3.9430087441449935e-05
70,16,2.1071856850629622e-05
70,17,1.129669510746556e-05
70,18,6.051486367231185e-06
70,19,3.1904634180124347e-06
70,20,1.7599519434030597e-06
70,21,9.850915613229816e-07
70,22,5.082544031198566e-07
70,23,2.1023117924290347e-07
70,24,1.5062653446751284e-07
70,25,9.102188969212222e-08
71,0,0.21074524733651656
71,1,0.14822617385018844
71,2,0.10331228587258834
71,3,0.07150587651361007
71,4,0.04923549506295699
71,5,0.03377446744073409
71,6,0.02310714337457198
71,7,0.015779646369109335
71,8,0.01076188895333785
71,9,0.007333250971923055
71,10,0.004993887873778524
71,11,0.0033994040213920496
71,12,0.002313347788939657
71,13,0.0015739521705009363
71,14,0.0010707101546623132
71,15,0.0007284006797172449
71,16,0.0004953465186454675
71,17,0.00033691737283247924
71,18,0.00022921177972334839
71,19,0.00015589806664961792
71,20,0.00010600897897261596
71,21,7.20939360954187e-05
71,22,4.9026938567342526e-05
71,23,3.335091699141479e-05
71,24,2.262208093184448e-05
71,25,1.5469523558797604e-05
72,0,0.4669730711917296
72,1,0.33436459789079576
72,2,0.24142472932142167
72,3,0.17491768786710649
72,4,0.1268834371308699
72,5,0.09205858895582109
72,6,0.06677853057187944
72,7,0.0484247107247725
72,8,0.03510366866392045
72,9,0.025439609978617717
72,10,0.018431593869151164
72,11,0.013351728413523722
72,12,0.009670426342906047
72,13,0.007003416512431193
72,14,0.005071570370616008
72,15,0.0036722917298689373
72,16,0.0026590127686872966
72,17,0.001925279591502238
72,18,0.0013940233926191814
72,19,0.001009275410594035
72,20,0.0007308025102034099
72,21,0.000529100392283488
72,22,0.000383069012583781
72,23,0.00027733037275223804
72,24,0.0002007384042158611
72,25,0.0001453656892195232
73,0,0.4468935889930209
73,1,0.4022042317122897
73,2,0.3619837922782382
73,3,0.32578541466898525
73,4,0.29320688674158657
73,5,0.2638862294883212
73,6,0.23749758431620205
73,7,0.21374781558222378
73,8,0.19237305352396572
73,9,0.17313577363199795
73,10,0.15582217404551113
73,11,0.14023997018045986
73,12,0.12621595093912685
73,13,0.11359442898935879
73,14,0.10223497578806484
73,15,0.09201146790690029
73,16,0.08281029889292324
73,17,0.07452930638498867
73,18,0.06707634160227383
73,19,0.060368673297830466
73,20,0.05433179566568935
73,21,0.04889865348047817
73,22,0.0440087480277499
73,23,0.03960789868540371
73,24,0.035647110435434226
73,25,0.032082395049997214
74,0,0.21192453067142114
74,1,0.034268595383945555
74,2,0.005340673135105223
74,3,0.0008260385258828107
74,4,0.00012741248447045717
74,5,1.9766496006101697e-05
74,6,3.0175908242169314e-06
74,7,4.545910988751345e-07
74,8,8.185070410338113e-08
74,9,2.2246059327990508e-08
74,10,2.2246059327990508e-08
74,11,2.2246059327990508e-08
74,12,2.2246059327990508e-08
74,13,2.2246059327990508e-08
74,14,2.2246059327990508e-08
74,15,2.2246059327990508e-08
74,16,2.2246059327990508e-08
74,17,2.2246059327990508e-08
74,18,2.2246059327990508e-08
74,19,2.2246059327990508e-08
74,20,2.2246059327990508e-08
74,21,2.2246059327990508e-08
74,22,2.2246059327990508e-08
74,23,2.2246059327990508e-08
74,24,2.2246059327990508e-08
74,25,2.2246059327990508e-08
75,0,0.06983437512848123
75,1,0.04729419325325235
75,2,0.03208636616203531
75,3,0.021793493375513395
75,4,0.014813402042124113
75,5,0.010073849305841764
75,6,0.0068529484126304
75,7,0.004662865147325834
75,8,0.0031731662604544963
75,9,0.0021596190783713665
75,10,0.0014699039313529338
75,11,0.0010005024525855388
75,12,0.0006810513589118328
75,13,0.00046356891128762623
75,14,0.00031555567714913746
75,15,0.0002147940251563396
75,16,0.0001462188813422527
75,17,9.953354332192799e-05
75,18,6.774936649545094e-05
75,19,4.611288044198414e-05
75,20,3.137563202126881e-05
75,21,2.136205169900318e-05
75,22,1.4537319872220955e-05
75,23,9.888157579740486e-06
75,24,6.729111406644783e-06
75,25,4.568443033536873e-06
76,0,0.03015461168402589
76,1,0.02451452217215455
76,2,0.019946660615147715
76,3,0.016241248465718394
76,4,0.013231631137074595
76,5,0.010784651852788096
76,6,0.00879346928709901
76,7,0.007172103739918834
76,8,0.005851085997761851
76,9,0.00477432808989442
76,10,0.003896411276997691
76,11,0.0031802912723437604
76,12,0.002596106148900157
76,13,0.0021193881999865827
76,14,0.001730348683537608
76,15,0.0014127751361743268
76,16,0.001153554536046153
76,17,0.0009419282447711286
76,18,0.0007691343795672712
76,19,0.0006280799877063092
76,20,0.0005129238140002546
76,21,0.00041889748686707584
76,22,0.0003420670997515973
76,23,0.0002793630134478864
76,24,0.00022813282126343815
76,25,0.00018632016295350162
77,0,0.2837025303780716
77,1,0.11894992780086211
77,2,0.047051348203388965
77,3,0.018106617444721973
77,4,0.006888904088703907
77,5,0.0026089329659622074
77,6,0.0009866137444656253
77,7,0.0003726859032791019
77,8,0.00014070462581328158
77,9,5.320500728300814e-05
77,10,2.0184034077441737e-05
77,11,7.5478493850589246e-06
77,12,2.898687092578456e-06
77,13,1.110547749316737e-06
77,14,3.9529201201204955e-07
77,15,2.760827224612683e-07
77,16,3.7664143359705804e-08
77,17,3.7664143359705804e-08
77,18,3.7664143359705804e-08
77,19,8.154514619107545e-08
77,20,3.7664143359705804e-08
77,21,8.154514619107545e-08
77,22,3.7664143359705804e-08
77,23,8.154514619107545e-08
77,24,3.7664143359705804e-08
77,25,8.154514619107545e-08
78,0,0.4236760418619612
78,1,0.22340950181145458
78,2,0.11339065243859081
78,3,0.05614897420067577
78,4,0.02742174079079418
78,5,0.013295916816184805
78,6,0.006423620482871817
78,7,0.0030979197229841215
78,8,0.001492766639182852
78,9,0.0007189791407087309
78,10,0.00034621169228343796
78,11,0.0001666825022199614
78,12,8.025576729564499e-05
78,13,3.853251595287155e-05
78,14,1.862456459789108e-05
78,15,9.08782143382858e-06
78,16,4.31944985179733e-06
78,17,2.0544733503324863e-06
78,18,1.1007990339262363e-06
78,19,3.8554329662154885e-07
78,20,2.663340070707676e-07
78,21,1.4712471751998635e-07
78,22,1.4712471751998635e-07
78,23,2.7915427969205098e-08
78,24,2.7915427969205098e-08
78,25,2.7915427969205098e-08
79,0,0.4426993055304568
79,1,0.37772015463915276
79,2,0.3226755632123034
79,3,0.27576313149538445
79,4,0.2356421126088183
79,5,0.2012688888272326
79,6,0.17180166375246453
79,7,0.14654294383135247
79,8,0.1249039543828051
79,9,0.10638133418169426
79,10,0.09054151904192376
79,11,0.07700971495714592
79,12,0.06546113621797967
79,13,0.05561450850572991
79,14,0.04722634684648919
79,15,0.04008636605348992
79,16,0.03401324879732537
79,17,0.02885095011797356
79,18,0.02446524035540032
79,19,0.020741261359123464
79,20,0.0175804270466845
79,21,0.014898694868950124
79,22,0.012624062415031667
79,23,0.010695315714744802
79,24,0.009060241099266286
79,25,0.007674373503593679
80,0,0.1704354191274603
80,1,0.145528441116329
80,2,0.12452707235526639
80,3,0.10674065892409879
80,4,0.09162380342197018
80,5,0.07873916421842175
80,6,0.06773154978465634
80,7,0.05830948595714169
80,8,0.05023184959601956
80,9,0.043297668740268525
80,10,0.03733851556491452
80,11,0.0322125757188757
80,12,0.027799872502799805
80,13,0.023998668238635834
80,14,0.020722379729266938
80,15,0.017897238776202973
80,16,0.015460064455982025
80,17,0.013356854960437592
80,18,0.011541297480579193
80,19,0.00997369532298642
80,20,0.008619895026202973
80,21,0.007450451895709809
80,22,0.006440153166766938
80,23,0.005567243144031342
80,24,0.004812886759753998
80,25,0.0041609311552007755
81,0,0.04185380265913541
81,1,0.01927568242750699
81,2,0.008933561303239412
81,3,0.004152315117936678
81,4,0.001932459332566805
81,5,0.0008998684664779377
81,6,0.0004192762156539631
81,7,0.00019528196058804514
81,8,9.103343687588694e-05
81,9,4.245565138394358e-05
81,10,1.9746281724519754e-05
81,11,9.196259599275614e-06
81,12,4.308678727693582e-06
81,13,1.984097581453348e-06
81,14,9.708186202717073e-07
81,15,3.7477217251780104e-07
81,16,1.3635359341623854e-07
81,17,1.3635359341623854e-07
81,18,1.3635359341623854e-07
81,19,7.674894864084791e-08
81,20,7.674894864084791e-08
81,21,7.674894864084791e-08
81,22,7.674894864084791e-08
81,23,1.714430386545729e-08
81,24,1.714430386545729e-08
81,25,1.714430386545729e-08
82,0,0.2883651015956523
82,1,0.23918931760383866
82,2,0.19812749900413773
82,3,0.16385962643219254
82,4,0.1353045014340999
82,5,0.1115566996533992
82,6,0.09184904970718644
82,7,0.0755287615258815
82,8,0.06204043902946732
82,9,0.050912728687060094
82,10,0.04174705423904679
82,11,0.03420799054695389
82,12,0.028014203687441563
82,13,0.022930791755449986
82,14,0.018762281318438268
82,15,0.015346398731005406
82,16,0.012548973937761998
82,17,0.010259082694781041
82,18,0.008385529895556187
82,19,0.006853034873736119
82,20,0.005599906821978307
82,21,0.00457545198990128
82,22,0.003738096137774205
82,23,0.0030537752111079453
82,24,0.0024945644338252304
82,25,0.0020376948316218613
83,0,0.3769118425262691
83,1,0.16955229014284623
83,2,0.07184811800844682
83,3,0.02949818343050492
83,4,0.011937701405358436
83,5,0.00480171412355912
83,6,0.0019266244781733777
83,7,0.0007723209274531628
83,8,0.00030943125612747924
83,9,0.0001240608108760144
83,10,4.955500490677611e-05
83,11,1.987189180863158e-05
83,12,7.950962853553456e-06
83,13,3.182591271522206e-06
83,14,1.275242638709706e-06
83,15,5.599869014050185e-07
83,16,8.31497432018935e-08
83,17,8.31497432018935e-08
83,18,8.31497432018935e-08
83,19,8.31497432018935e-08
83,20,8.31497432018935e-08
83,21,3.605954634888775e-08
83,22,3.605954634888775e-08
83,23,3.605954634888775e-08
83,24,3.605954634888775e-08
83,25,8.31497432018935e-08
84,0,0.495094704542132
84,1,0.4455852388477045
84,2,0.4010267137622553
84,3,0.36092405310627995
84,4,0.32483165255543767
84,5,0.29234843245503483
84,6,0.263113605890246
84,7,0.23680226794240056
84,8,0.21312205782887517
84,9,0.1918098210429865
84,10,0.1726288079356867
84,11,0.1553659915065485
84,12,0.13982932559010564
84,13,0.12584643355366765
84,14,0.11326174727437077
84,15,0.10193561306950627
84,16,0.09174208632466374
84,17,0.08256785861012517
84,18,0.0743110655879694
84,19,0.06687991610524235
84,20,0.060191917333574874
84,21,0.05417274228093205
84,22,0.048755454931231124
84,23,0.04387991419789372
84,24,0.039491939458819014
84,25,0.03554271450993596
85,0,0.4167835384223779
85,1,0.32184931333998046
85,2,0.2526758581016382
85,3,0.20060607489088378
85,4,0.16054019030073485
85,5,0.12922933395841918
85,6,0.10448279674986205
85,7,0.08475914295652709
85,8,0.0689381628845056
85,9,0.056184914669783925
85,10,0.04586508568266234
85,11,0.037489023766311025
85,12,0.03067424591520629
85,13,0.025119093022139882
85,14,0.02058389481046996
85,15,0.01687666471937499
85,16,0.013843205532821035
85,17,0.011359122357161855
85,18,0.00932356413343749
85,19,0.007654514870437001
85,20,0.006285574993880605
85,21,0.005162265858443593
85,22,0.004240241608413076
85,23,0.00348332222441039
85,24,0.0028617053840478412
85,25,0.002351251206191396
86,0,0.23988173932523504
86,1,0.12671114534826056
86,2,0.06770178706140295
86,3,0.036347970671365415
86,4,0.019558340615937864
86,5,0.010535776920030271
86,6,0.005678668923089658
86,7,0.0030616673895813573
86,8,0.0016510191628433812
86,9,0.0008904340931870092
86,10,0.00048016042203680165
86,11,0.00025899738759771473
86,12,0.0001396986910797704
86,13,7.529587239996083e-05
86,14,4.059106797948964e-05
86,15,2.1979517648373914e-05
86,16,1.1742419908200574e-05
86,17,6.333298394833875e-06
86,18,3.382868478452039e-06
86,19,1.8480488754857305e-06
86,20,9.98682687436414e-07
86,21,6.11252496396375e-07
86,22,2.5362462774403127e-07
86,23,2.2382230535633596e-07
86,24,1.3441533819325002e-07
86,25,1.1951417699940237e-07
87,0,0.23705559383785713
87,1,0.13327329765713203
87,2,0.0729204953805207
87,3,0.03923850666439521
87,4,0.020912820209622263
87,5,0.011087113727688669
87,6,0.005860859264492868
87,7,0.003093534816861032
87,8,0.001631552089810251
87,9,0.0008600295678375947
87,10,0.0004534066811798798
87,11,0.00023871075069892278
87,12,0.00012593876278388372
87,13,6.633411800849309e-05
87,14,3.4982074856637624e-05
87,15,1.841198360907903e-05
87,16,9.709705471871999e-06
87,17,5.179752468942311e-06
87,18,2.676357388375905e-06
87,19,1.3650552033173113e-06
87,20,7.690087555634051e-07
87,21,2.921715973602801e-07
87,22,2.921715973602801e-07
87,23,1.7296230780949884e-07
87,24,1.7296230780949884e-07
87,25,1.7296230780949884e-07
88,0,0.0584790723132127
88,1,0.03583330080976421
88,2,0.021882714490794486
88,3,0.013334812383555716
88,4,0.008115114431285209
88,5,0.004934431772136039
88,6,0.0029990093516343297
88,7,0.0018221156405442418
88,8,0.0011068599032395543
88,9,0.0006723420428269566
88,10,0.00040835307111675156
88,11,0.0002479569720261754
88,12,0.0001506225871079625
88,13,9.143517484599961e-05
88,14,5.5493574046439065e-05
88,15,3.3678274058646096e-05
88,16,2.0386438273733987e-05
88,17,1.2399415873831643e-05
88,18,7.571439647025002e-06
88,19,4.591207408255471e-06
88,20,2.862672709769143e-06
88,21,1.6705798142613304e-06
88,22,1.0149287217320335e-06
88,23,6.573008530796898e-07
88,24,3.5927762920273665e-07
88,25,2.99672984427346e-07
89,0,0.20328794338901957
89,1,0.11563803174694498
89,2,0.06551836350162943
89,3,0.03700782277782877
89,4,0.02086205699642618
89,5,0.01174612262447794
89,6,0.006608857895931797
89,7,0.003716900136074619
89,8,0.002089961554607944
89,9,0.001174940850338535
89,10,0.0006605527659269139
89,11,0.000371410634121494
89,12,0.0002087197562070653
89,13,0.00011731603344400376
89,14,6.593682964761705e-05
89,15,3.705837925394029e-05
89,16,2.0816113552646343e-05
89,17,1.1696602902011577e-05
89,18,6.6004057737156785e-06
89,19,3.769185146884624e-06
89,20,2.0406504483982957e-06
89,21,1.206185421542827e-06
89,22,6.101389737889207e-07
89,23,3.717203946873582e-07
89,24,2.5251110513657693e-07
89,25,2.5251110513657693e-07
90,0,0.13715104452764937
90,1,0.09263185850775191
90,2,0.061902385870575394
90,3,0.04105816475546309
90,4,0.027092558066009964
90,5,0.017814975897430863
90,6,0.011687022368072952
90,7,0.0076550661722416535
90,8,0.005009096781372513
90,9,0.003275376478790726
90,10,0.0021408616701359406
90,11,0.0013988434473271028
90,12,0.0009138404527897492
90,13,0.0005969821611637727
90,14,0.00038985602056929025
90,15,0.0002546726862187043
90,16,0.0001663386026615754
90,17,0.00010864130651899728
90,18,7.085196173139963e-05
90,19,4.629484808393869e-05
90,20,3.026119863935861e-05
90,21,1.971117651411447e-05
90,22,1.2856642364944548e-05
90,23,8.386294006790251e-06
90,24,5.525271057571501e-06
90,25,3.5583177799836108e-06
91,0,0.13177621095703584
91,1,0.0637005540661667
91,2,0.03135645120666963
91,3,0.015563842945561235
91,4,0.007755813293919389
91,5,0.0038725110821579145
91,6,0.0019353005223129438
91,7,0.0009676787190292524
91,8,0.00048404663132173287
91,9,0.00024211137817842232
91,10,0.00012105434463960396
91,11,6.055563019258248e-05
91,12,3.027647064668404e-05
91,13,1.513689087373482e-05
91,14,7.626705632035602e-06
91,15,3.812008366410602e-06
91,16,1.7854504440473207e-06
91,17,9.509854171918519e-07
91,18,5.337529037641175e-07
91,19,2.9533432466255505e-07
91,20,5.691574556099255e-08
91,21,5.691574556099255e-08
91,22,5.691574556099255e-08
91,23,5.691574556099255e-08
91,24,5.691574556099255e-08
91,25,2.6888992143980772e-09
92,0,0.4342044486794192
92,1,0.3086843981537539
92,2,0.22466247222754543
92,3,0.16586570880744045
92,4,0.12359951875540798
92,5,0.0926853909287173
92,6,0.06980966470572536
92,7,0.0527451529297549
92,8,0.039942730883093525
92,9,0.030298282125921894
92,10,0.02301107786032741
92,11,0.017492641428442646
92,12,0.013306786039801288
92,13,0.01012789151999538
92,14,0.007711400011511493
92,15,0.005873252371283222
92,16,0.0044742717537600285
92,17,0.0034090771469790226
92,18,0.0025978579315859562
92,19,0.001979817369909931
92,20,0.0015090002808291203
92,21,0.0011501207146364933
92,22,0.0008767142090517765
92,23,0.0006682767662722355
92,24,0.0005094303879458195
92,25,0.0003882541451174504
93,0,0.10564506420947029
93,1,0.07551050553179695
93,2,0.0543553865895362
93,3,0.03931969771243049
93,4,0.02854168782092048
93,5,0.020769122932919992
93,6,0.01513994107104255
93,7,0.011050466393003
93,8,0.008073154781827463
93,9,0.005901936386594309
93,10,0.004316750858792795
93,11,0.0031585134015174043
93,12,0.0023116506085486543
93,13,0.0016921199307532442
93,14,0.0012388266072363985
93,15,0.0009069479451270235
93,16,0.0006642378316016329
93,17,0.00048631796694709184
93,18,0.0003561414227576387
93,19,0.0002607739911170137
93,20,0.0001909769520850313
93,21,0.00013983616686774614
93,22,0.00010240444994880082
93,23,7.504591799689653e-05
93,24,5.495915270758989e-05
93,25,4.02368054480684e-05
94,0,0.28897823128099054
94,1,0.160487962096878
94,2,0.08897845181817621
94,3,0.04920394453401178
94,4,0.027156067222305236
94,5,0.014969122737594542
94,6,0.008245301574417052
94,7,0.004539740413375792
94,8,0.002499026387878356
94,9,0.0013753894268950795
94,10,0.0007569316327056264
94,11,0.0004165593087157582
94,12,0.00022925171250909315
94,13,0.00012613567704766737
94,14,6.942185754388319e-05
94,15,3.82188260039662e-05
94,16,2.10526883086537e-05
94,17,1.1605352111754286e-05
94,18,6.419748016295301e-06
94,19,3.4991204223011607e-06
94,20,1.9493996581410045e-06
94,21,1.0851323088978404e-06
94,22,5.486905059193248e-07
94,23,3.698765715931529e-07
94,24,1.9106263726698103e-07
94,25,1.314579924915904e-07
95,0,0.20959869255287067
95,1,0.10289648403388874
95,2,0.05045739044410602
95,3,0.024704905645674624
95,4,0.012083979742354312
95,5,0.005907448427504458
95,6,0.0028871618674458643
95,7,0.0014108740256489893
95,8,0.0006893598006428858
95,9,0.0003367983267964503
95,10,0.00016454090339557137
95,11,8.037914497271981e-05
95,12,3.9251940077700276e-05
95,13,1.9165174788393635e-05
95,14,9.330408400454182e-06
95,15,4.562036818422932e-06
95,16,2.2374556721826977e-06
95,17,1.1049674214502758e-06
95,18,5.089209736963696e-07
95,19,2.7050239459480707e-07
95,20,9.16884602686352e-08
95,21,3.208381549324457e-08
95,22,3.208381549324457e-08
95,23,2.7520829282146053e-08
95,24,2.7520829282146053e-08
95,25,2.7520829282146053e-08
96,0,0.16204869306474123
96,1,0.0886186317244092
96,2,0.047621901396803
96,3,0.025330837134412865
96,4,0.013397570017866234
96,5,0.007063980464033226
96,6,0.00371837175279055
96,7,0.0019556835928479233
96,8,0.0010281161108532944
96,9,0.0005403116980114975
96,10,0.0002840713301220932
96,11,0.0001491860189953842
96,12,7.843530564699552e-05
96,13,4.1301611951927164e-05
96,14,2.175128846559904e-05
96,15,1.1499289564231852e-05
96,16,5.896452955345133e-06
96,17,3.154639295677164e-06
96,18,1.724127821067789e-06
96,19,8.896627942123203e-07
96,20,4.128256360091953e-07
96,21,2.3401170168302343e-07
96,22,1.744070569076328e-07
96,23,1.1480241213224218e-07
96,24,5.519776735685156e-08
96,25,5.519776735685156e-08
97,0,0.27411808391111236
97,1,0.15267624278562408
97,2,0.08854355235593658
97,3,0.05241890569227081
97,4,0.031387466387919005
97,5,0.01891775746839386
97,6,0.011446136431864318
97,7,0.0069413961936746205
97,8,0.004215318160227355
97,9,0.0025620045234475697
97,10,0.00155802388685089
97,11,0.00094767232435089
97,12,0.0005764545966897572
97,13,0.00035085101621490367
97,14,0.00021346231000762828
97,15,0.00012989659803253062
97,16,7.91134406838978e-05
97,17,4.805942075591929e-05
97,18,2.9343562296446635e-05
97,19,1.7839865854796244e-05
97,20,1.080651777130015e-05
97,21,6.634192637022807e-06
97,22,3.9519836221302285e-06
97,23,2.461867502745463e-06
97,24,1.5081931863392128e-06
97,25,9.717513833606972e-07
98,0,0.1731209916599129
98,1,0.07132341094091876
98,2,0.030689374876770814
98,3,0.013428346586975892
98,4,0.0059170884616707164
98,5,0.0026152295596931774
98,6,0.0011572999484871227
98,7,0.0005123776920173961
98,8,0.0002271098621223766
98,9,0.0001006288059089977
98,10,4.471964910968129e-05
98,11,1.9566489014466448e-05
98,12,8.837652954896136e-06
98,13,3.830862793763323e-06
98,14,1.804304871400042e-06
98,15,8.50630554993792e-07
98,16,2.545841072398858e-07
98,17,1.3537481768910453e-07
98,18,1.3537481768910453e-07
98,19,1.3537481768910453e-07
98,20,1.6165528138323282e-08
98,21,1.6165528138323282e-08
98,22,1.6165528138323282e-08
98,23,1.6165528138323282e-08
98,24,1.6165528138323282e-08
98,25,1.6165528138323282e-08
99,0,0.043618837806973954
99,1,0.025787273857388993
99,2,0.015325645420346756
99,3,0.009136179897580643
99,4,0.005456248733792801
99,5,0.0032620825503211215
99,6,0.001951436016355057
99,7,0.0011678733561377719
99,8,0.0006991424296241
99,9,0.00041846415737678555
99,10,0.00025061747768928555
99,11,0.00015006444195320157
99,12,8.986375073005703e-05
99,13,5.380294064094571e-05
99,14,3.216645458747891e-05
99,15,1.9291851315994535e-05
99,16,1.1602852139969144e-05
99,17,6.834480557937894e-06
99,18,4.152271543045316e-06
99,19,2.4833414893343786e-06
99,20,1.5296671729281286e-06
99,21,8.740160803988317e-07
99,22,5.16388211746488e-07
99,23,3.375742774203161e-07
99,24,1.5876034309414422e-07
99,25,1.5876034309414422e-07
100,0,0.34229437778562255
100,1,0.23832736681073852
100,2,0.1682556695756311
100,3,0.11975298593610473
100,4,0.08565948675244994
100,5,0.061469478112160636
100,6,0.04420439670652099
100,7,0.03183422754377074
100,8,0.02294836710065551
100,9,0.016554219227730704
100,10,0.011947435837685538
100,11,0.008625609379708243
100,12,0.006228906613289786
100,13,0.004498941403328849
100,14,0.003249866467415763
100,15,0.002347750168740226
100,16,0.0016961521920556555
100,17,0.0012254543122643957
100,18,0.0008854694184655676
100,19,0.000639719468056632
100,20,0.00046227644056029416
100,21,0.00033400724500365353
100,22,0.0002413220223779211
100,23,0.00017438600629515744
100,24,0.00012604663938231564
100,25,9.105871289916134e-05
101,0,0.34023060742216604
101,1,0.21795680466490286
101,2,0.13622852507429617
101,3,0.0836289757807781
101,4,0.050716661842637234
101,5,0.030516051681809597
101,6,0.018271290691666775
101,7,0.010906898411088162
101,8,0.0064988965113689234
101,9,0.003868066700272732
101,10,0.0023007625659038355
101,11,0.0013680094798137477
101,12,0.0008132690508891871
101,13,0.0004833573420574
101,14,0.00028725806074636484
101,15,0.00017073098021047617
101,16,0.00010141077833669687
101,17,6.028357344167734e-05
101,18,3.5786064438991794e-05
101,19,2.124253111379648e-05
101,20,1.259985762136484e-05
101,21,7.5334628154566374e-06
101,22,4.434021287136325e-06
101,23,2.645881943874606e-06
101,24,1.5133936931421843e-06
101,25,9.173472453882781e-07
102,0,0.15894944551545886
102,1,0.10619552019197254
102,2,0.07104940298158435
102,3,0.04756216290551929
102,4,0.03184617268997936
102,5,0.021324880003516955
102,6,0.014279808431451602
